,belongs_to_collection,budget,genres,homepage,original_language,popularity,production_companies,production_countries,runtime,spoken_languages,title,vote_average,vote_count,year,day,month,cast,cast_size,crew_size,director
43369,"{'id': 87118, 'name': 'Cars Collection', 'poster_path': '/uq3N2SFj1Y06zA6LzCQPkmBdaaE.jpg', 'backdrop_path': '/yPyhZ5OpYs68Bb8u0PZ1tH0QIgd.jpg'}",175000000.0,"['Family', 'Comedy', 'Animation', 'Adventure']",http://cars.disney.com,en,19.148182,"['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],109.0,1,Cars 3,6.6,718.0,2017.0,Thu,Jun,"['Owen Wilson', 'Cristela Alonzo', 'Chris Cooper', 'Armie Hammer', 'Bonnie Hunt', 'Larry the Cable Guy', 'Nathan Fillion', 'Kerry Washington', 'Lea DeLaria', 'Tony Shalhoub', 'Guido Quaroni', 'Lloyd Sherr', 'Paul Dooley', 'Cheech Marin', 'Jenifer Lewis', 'Lewis Hamilton', 'Bob Costas', 'Bob Peterson', 'Katherine Helmond', 'John Ratzenberger', 'Michael Wallis', 'Ray Magliozzi', 'Tom Magliozzi', 'Isiah Whitlock Jr.', 'Junior Johnson', 'Margo Martindale', 'Chase Elliott', 'Ryan Blaney', 'Darrell Wallace Jr.', 'Darrell Waltrip', 'Shannon Spake', 'Humpy Wheeler', 'Jeff Gordon', 'Daniel Suárez', 'Kyle Petty', 'Mike Joy', 'Ray Evernham', 'Richard Petty', 'Paul Newman', 'Jason Pace', 'Angel Oquendo']",41,25,Brian Fee
43393,,10000000.0,"['Thriller', 'Drama', 'Crime']",http://www.focusfeatures.com/thebookofhenry,en,24.553725,"['Sidney Kimmel Entertainment', 'Double Nickel Entertainment']",['United States of America'],105.0,1,The Book of Henry,7.6,84.0,2017.0,Fri,Jun,"['Naomi Watts', 'Jaeden Lieberher', 'Jacob Tremblay', 'Sarah Silverman', 'Lee Pace', 'Maddie Ziegler', 'Dean Norris', 'Bobby Moynihan', 'Tonya Pinkins', 'Geraldine Hughes', 'Jackson Nicoll', 'Joel Garland', 'Wass Stevens', 'Marjan Neshat', 'Maxwell Simkins', 'Donnetta Lavinia Grays', 'Mary Joy', 'Faith Logan', 'Mike Massimino', 'Deborah Rayne', 'Zandi Holup', 'Arthur French', 'Donna Mitchell', 'Taylor Dior', 'Lily Peterson', 'Stefanie Flores', 'Logan Smith']",27,27,Colin Trevorrow
43428,,2800000.0,"['Horror', 'Mystery', 'Science Fiction']",http://phoenixforgotten.com/,en,12.560942,"['Scott Free Productions', 'Cinelou Films']",['United States of America'],80.0,1,Phoenix Forgotten,5.7,52.0,2017.0,Fri,Apr,"['Florence Hartigan', 'Jeanine Jackson', 'Chelsea Lopez', 'Justin Matthews', 'Luke Spencer Roberts', 'Cyd Strittmatter', 'Matt Biedel', 'Ana Dela Cruz', 'Jay Pirouznia', 'Marc Marron']",10,53,Justin Barber
43446,,916000.0,['Drama'],,en,4.612622,"['Imagine Entertainment', 'Universal Pictures', 'Blumhouse Productions']",['United States of America'],99.0,1,Lowriders,7.0,20.0,2017.0,Fri,Apr,"['Demián Bichir', 'Gabriel Chavarria', 'Theo Rossi', 'Melissa Benoist', 'Eva Longoria', 'Tony Revolori', 'Yvette Monreal', 'Cress Williams', 'Pandie Suicide', 'Montse Hernandez']",10,49,Ricardo de Montreuil
43447,,950000.0,"['Animation', 'Comedy', 'Drama']",,en,0.820911,"['Steve Krantz Productions', 'Cine Camera']",['United States of America'],76.0,3,Heavy Traffic,6.6,18.0,1973.0,Wed,Aug,"['Joseph Kaufmann', 'Frank De Kova', 'Terry Haven', 'Mary Dean Lauria', 'Jacqueline Mills', 'Lillian Adams', 'Jamie Farr', 'Robert Easton', 'Beverly Hope Atkinson']",9,4,Ralph Bakshi
43467,,6000000.0,['Drama'],,ru,0.292296,[],[],,0,Королёв,1.0,1.0,2007.0,Mon,Oct,['Sergei Astahov'],1,2,Yuriy Kara
43546,,65700.0,"['Comedy', 'Family', 'Drama']",,tr,0.96053,['Yeni Stüdyo'],['Turkey'],88.0,1,Bizim Aile,7.5,2.0,1975.0,Sun,Sep,"['Münir Özkul', 'Adile Naşit', 'Tarık Akan', 'Şener Şen', 'Halit Akçatepe', 'Ayşen Gruda', 'Itir Esen', 'Tuncay Akça', 'Tayfun Akalın', 'Ahmet Arıman']",10,5,Engin Orbey
43568,,64200.0,['Comedy'],,en,0.91597,['Arzu Film'],['Turkey'],94.0,1,Tosun Pasha,8.6,10.0,1976.0,Thu,Jan,"['Kemal Sunal', 'Şener Şen', 'Müjde Ar', 'Adile Naşit', 'Ayşen Gruda']",5,2,Kartal Tibet
43574,,707503.0,['Comedy'],,ru,1.681316,"['Yellow, Black & White']",['Russia'],90.0,1,"Have Fun, Vasya!",7.2,13.0,2017.0,Thu,Feb,"['Efim Petrunin', 'Lyubov Aksyonova', 'Sofya Rayzman', 'Roman Kurtsyn', 'Sergey Abroskin', 'Boris Dergachev', 'Sofya Lebedeva', 'Michael Khmurov']",8,2,Roman Karimov
43577,,2800000.0,"['Comedy', 'Romance']",,ru,0.502326,['Central Partnership'],['Russia'],95.0,1,Horoscope for Good Luck,5.0,4.0,2015.0,Thu,Jul,"['Dmitriy Endaltsev', 'Svetlana Khodchenkova', 'Anna Chipovskaya', 'Yuriy Kutsenko', 'Dmitriy Nagiev', 'Boris Smolkin', 'Vitaliy Khaev', 'Timur Batrutdinov', 'Dmitriy Khrustalev']",9,2,Arman Gevorgyan
43590,,3500000.0,"['Romance', 'Comedy', 'Adventure']",,ru,0.524653,['WSB'],['Russia'],95.0,1,"Kidnapping, Caucasian Style",1.7,6.0,2014.0,Thu,Aug,"['Dmitriy Sharakois', 'Anastasiya Zadorozhnaya', 'Gennadiy Khazanov', 'Ararat Keshchyan', 'Semyon Strugachyov', 'Sergei Stepanchenko', 'Nikolai Dobrynin', 'Mikhail Tarabukin', 'Mikhail Efremov', 'Yuli Gusman', 'Larisa Udovichenko', 'Mikhail Vladimirov', 'Mikhail Bogdasarov', 'Evklid Kyurdzidis', 'Igor Gasparyan']",15,2,Maksim Voronkov
43608,,2000000.0,[],http://www.nasharussia-kino.ru/,en,0.995285,[],['Russia'],85.0,1,Nasha Russia: Yaytsa sudby,4.6,15.0,2010.0,Thu,Jan,"['Sergey Svetlakov', 'Mikhail Galustyan', 'Viktor Verzhbitskiy', 'Aleksandr Semchev']",4,1,Gleb Orlov
43621,"{'id': 107467, 'name': 'Самый лучший фильм - Коллекция', 'poster_path': None, 'backdrop_path': None}",6500000.0,['Comedy'],,ru,0.877477,['TNT'],['Russia'],102.0,1,The Best Movie 3-DE,3.0,8.0,2011.0,Wed,Jan,"['Garik Kharlamov', 'Mikhail Galustyan', 'Ekaterina Kuznetsova', 'Mikhail Efremov', 'Dmitriy Kharatyan', 'Sergei Makovetsky', 'Olga Mashnaya', 'Nina Ruslanova', 'Aleksandr Semchev', 'Valentin Smirnitskiy', 'Igor Zolotovitsky']",11,2,Kirill Kuzin
43623,,3200000.0,"['Romance', 'Comedy']",,ru,0.314167,['Profit'],['Russia'],86.0,1,The New Year's Rate Plan,5.6,8.0,2008.0,Thu,Dec,"['Valeriya Lanskaya', 'Maksim Matveev', 'Svetlana Sukhanova', 'Daniil Strakhov', 'Miroslava Karpovich', 'Tatyana Vasileva', 'Mariya Aronova', 'Dmitriy Dyuzhev', 'Михаил Пореченков', 'Anna Antonenko']",10,3,Evgeniy Bedarev
43650,"{'id': 350309, 'name': 'Bahubali Collection', 'poster_path': '/4YAX6AIFsU7gCCWAxoQ5ajdwSIN.jpg', 'backdrop_path': '/15RXyQFy6g2Wp7FH7Lp4RPEcxjX.jpg'}",18000000.0,"['Action', 'Adventure', 'History', 'War']",http://baahubali.com/,te,9.042261,['Arka Media Works'],['India'],161.0,2,Baahubali 2: The Conclusion,6.7,161.0,2017.0,Thu,Apr,"['Prabhas', 'Rana Daggubati', 'Sathyaraj', 'Anushka Shetty', 'Nassar', 'Ramya Krishnan', 'Subbaraju Santosh', 'Tamanna Bhatia', 'Prudhviraj', 'Rohini']",10,28,S.S. Rajamouli
43651,,1300000.0,"['War', 'Drama']",,ru,0.321524,"['Mosfilm', 'ARK-Film']",['Russia'],97.0,2,The Star,5.0,7.0,2002.0,Mon,May,"['Igor Petrenko', 'Yekaterina Vulichenko', 'Aleksei Kravchenko', 'Aleksandr Dyachenko', 'Ivan Kokorin', 'Aleksey Panin']",6,5,Nikolay Lebedev
43703,"{'id': 107473, 'name': 'Ирония судьбы (Коллекция)', 'poster_path': '/1DzMfdobDqF67PhAtLiECqLbsqV.jpg', 'backdrop_path': None}",5000000.0,"['Comedy', 'Drama', 'Romance']",http://www.ironiasudbi.ru,ru,1.792402,['Фокс'],['Russia'],125.0,1,The Irony of Fate. The Sequel,4.7,24.0,2007.0,Fri,Dec,"['Konstantin Khabenskiy', 'Elizaveta Boyarskaya', 'Sergei Bezrukov', 'Andrey Myagkov', 'Yuriy Yakovlev', 'Barbara Brylska', 'Mikhail Efremov', 'Roman Madyanov', 'Aleksandr Robak', 'Konstantin Murzenko']",10,4,Timur Bekmambetov
43708,,7400000.0,"['Drama', 'Romance']",,hi,2.37252,"['Yash Raj Films', 'Dharma Productions']",['India'],193.0,2,Kabhi Alvida Naa Kehna,6.1,45.0,2006.0,Fri,Aug,"['Shah Rukh Khan', 'Rani Mukerji', 'Preity Zinta', 'Abhishek Bachchan', 'Amitabh Bachchan', 'John Abraham', 'Kirron Kher', 'Ahsaas Channa', 'Kajol', 'Arjun Rampal', 'Karan Johar']",11,25,Karan Johar
43717,,10500000.0,"['Drama', 'Western']",http://www.focusfeatures.com/thebeguiled/,en,36.26051,"['American Zoetrope', 'Focus Features']",['United States of America'],93.0,2,The Beguiled,5.8,279.0,2017.0,Fri,Jun,"['Colin Farrell', 'Nicole Kidman', 'Kirsten Dunst', 'Elle Fanning', 'Oona Laurence', 'Angourie Rice', 'Addison Riecke', 'Emma Howard', 'Wayne Pére', 'Eric Ian', 'Matt Story', 'Rod J. Pierce']",12,15,Sofia Coppola
43719,,34000000.0,"['Action', 'Crime']",,en,228.032744,"['Big Talk Productions', 'TriStar Pictures', 'Media Rights Capital', 'Working Title Films', 'Double Negative']","['United Kingdom', 'United States of America']",113.0,1,Baby Driver,7.2,2083.0,2017.0,Wed,Jun,"['Ansel Elgort', 'Lily James', 'Kevin Spacey', 'Jamie Foxx', 'Jon Hamm', 'Eiza González', 'CJ Jones', 'Jon Bernthal', 'Flea', 'Lanny Joon', 'Paul Williams', 'R. Marcos Taylor', 'Sky Ferreira', 'Lance Palmer', 'Hudson Meek', 'Brogan Hall', 'Big Boi', 'Mike ""Killer Mike"" Render', 'Jon Spencer', 'Jeff Chase', 'Wilbur Fitzgerald', 'Brigitte Kali Canales', 'Andy McDermott', 'Patrick R. Walker', 'Ben VanderMey', 'Shellita Boxie', 'Allison King', 'Morse Diggs', 'Keith Hudson', 'Marshall Choka', 'Trey McGriff', 'Elijah Everett', 'Sidney Sewell', 'Thurman Sewell', 'Hal Whiteside', 'Juliette Sicard', 'D.R. Lewis', 'Marvin E. West', 'Connie Lee', 'James Blackshear', 'Christopher Beanland', 'Walter Hill', 'Erica Frene', 'Marisol Correa', 'Elizabeth Davidovich', 'Duke Jackson', 'Colin Lacativa', 'Ronald Joe Vasquez', 'Mason Pike', 'Ryan Newton', 'Donald K. Overstreet', 'Danny Le Boyer', 'David Conk', 'Troy Faruk', 'Chad Joyce', 'Mark Smith']",56,183,Edgar Wright
43724,,3.0,"['Drama', 'Romance']",,pt,0.26507,['A.F. Cinema e Vídeo'],['Brazil'],101.0,1,Desmundo,9.0,1.0,2002.0,Fri,Nov,"['Simone Spoladore', 'Osmar Prado', 'Caco Ciocler', 'Berta Zemel', 'Beatriz Segall', 'José Rubens Chachá', 'Cacá Rosset', 'Arrigo Barnabé', 'Debora Olivieri']",9,5,Alain Fresnot
43766,,20000000.0,"['Drama', 'Comedy']",http://www.roughnightmovie.com/,en,24.317924,"['Sony Pictures Entertainment', 'Paulilu Productions']",['United States of America'],101.0,1,Rough Night,5.6,336.0,2017.0,Thu,Jun,"['Scarlett Johansson', 'Jillian Bell', 'Kate McKinnon', 'Zoë Kravitz', 'Ilana Glazer', 'Paul W. Downs', 'Ty Burrell', 'Demi Moore', 'Colton Haynes', 'Ryan Cooper', 'Dean Winters', 'Enrique Murciano', 'Eric André', 'Bo Burnham', 'Patrick Carlyle', 'Hasan Minhaj', 'Karan Soni', 'Laura Grey', 'Mark Tallman', 'Daniel Raymont', 'Madison Arnold', 'Gina Cottone', 'Matty Blake', 'Peter Grosz', 'Devin Ratray', 'Peter Francis James', 'Miriam Tolan', 'Brian Stack', 'Doris McCarthy', 'Emmy Elliott', 'Christopher Caldwell']",31,14,Lucia Aniello
43813,,3500000.0,"['Drama', 'Adventure']",,fr,1.333969,['Nord-Ouest Films'],['France'],105.0,3,In the Forests of Siberia,7.3,34.0,2016.0,Wed,Jun,"['Raphaël Personnaz', 'Evgeniy Sidikhin']",2,4,Safy Nebbou
43866,,3300000.0,"['Drama', 'War']",,ru,4.445867,"['Star Media', 'Интерфест', 'Реал-Дакота']",['Russia'],120.0,1,The Dawns Here Are Quiet,6.5,14.0,2015.0,Thu,Apr,"['Pyotr Fyodorov', 'Anastasiya Mikulchina', 'Evgenia Malakhova', 'Agniya Kuznetsova', 'Sofia Lebedeva', 'Kristina Asmus', 'Ekaterina Vilkova', 'Anatoliy Belyy', 'Dariya Moroz', 'Viktor Proskurin', 'Maksim Drozd', 'Olga Lomonosova', 'Natalya Batrak', 'Ilya Alekseev', 'Valeriy Grishko', 'Evgeniya Ulyanova', 'Sergey Vidineev', 'Yuliya Silaeva', 'Elena Medvedeva', 'Ilya Ermolov', 'Vasilisa Kucherenko', 'Alesya Guzko', 'Yuliya Polynskaya', 'Nadezhda Azorkina', 'Evgeniy Kostin', 'Archibald Archibaldovich', 'Sergey Garmash', 'Sergey Garmash', 'Yuliya Kuykka', 'Alina Babak', 'Maksim Dromashko', 'Bain Bovaldinov', 'Larisa Negreeva', 'Jan Stefan Woelk']",34,5,Renat Davletyarov
43922,,1000000.0,"['Drama', 'Comedy']",,en,0.333017,[],[],108.0,0,Waltzing Anna,7.0,1.0,2006.0,Fri,Aug,"['Emmanuelle Chriqui', 'Robert Capelli Jr.', 'Marilyn Chris', 'Pat Hingle', 'Ed Jewett', 'Adam LeFevre', 'Stephen Henderson']",7,2,Doug Bollinger
43983,,2000000.0,"['Comedy', 'Drama', 'Foreign']",,it,1.188935,['TLA Releasing'],['Ireland'],89.0,1,Cowboys & Angels,5.9,10.0,2003.0,Wed,May,"['Michael Legge', 'Allen Leech', 'Amy Shiels']",3,1,David Gleeson
44019,"{'id': 106011, 'name': 'Shadow Boxing Collection', 'poster_path': '/dGd4SGR3MuHUgG4WWyl8YO1uVpZ.jpg', 'backdrop_path': '/v5LLxWvV9bZWkBf1uUb7cruSQm8.jpg'}",6000000.0,['Action'],,ru,0.471086,['Central Partnership'],['Russia'],135.0,1,Boj S Tenyu 2: Revansh,5.6,5.0,2007.0,Thu,Oct,"['Denis Nikiforov', 'Andrei Panin', 'Elena Panova', 'Ivan Makarevich', 'Dmitriy Shevchenko', 'Pavel Derevyanko', 'Mikhail Gorevoy']",7,2,Anton Megerdichev
44029,,2153912.0,"['Comedy', 'Science Fiction']",,ru,0.334881,['Enjoy Movies'],['Russia'],83.0,1,Easy on the Eyes,3.9,5.0,2014.0,Thu,Feb,"['Garik Kharlamov', 'Kristina Asmus', 'Yekaterina Vasilyeva', 'Yuriy Kuznetsov', 'Aleksandr Revva', 'Vladimir Yaglych']",6,7,Eugene Abizov
44032,,2000000.0,"['Comedy', 'Adventure']",,ru,0.536756,['Enjoy Movies'],['Russia'],82.0,1,Lucky Island,4.5,5.0,2013.0,Thu,Dec,"['Svetlana Khodchenkova', 'Anna Khilkevich', 'Agniya Ditkovskite', 'Roman Yunusov', 'Aleksey Chumakov', 'Darya Astafeva']",6,3,Kirill Kozlov
44068,"{'id': 106790, 'name': 'Hooked Collection', 'poster_path': '/u1V1AIezEiPUvSJNsLieNX2vGMv.jpg', 'backdrop_path': '/jBmf0mzo9XIJnYx4KQAEwlNmFgd.jpg'}",3500000.0,"['Action', 'Science Fiction']",,ru,0.884241,[],['Russia'],0.0,1,Hooked on the Game 2. The Next Level,5.1,14.0,2010.0,Thu,Apr,"['Sergey Chirkov', 'Pavel Priluchnyy', 'Agniya Ditkovskite', 'Viktor Verzhbitskiy', 'Igor Sklyar', 'Mikhail Gorevoy', 'Marina Petrenko', 'Evgeniy Kharlanov', 'Tikhon Zhiznevskiy', 'Nodar Siradze', 'Aleksey Bardukov', 'Boris Tenin', 'Mikhail Trukhin']",13,8,Pavel Sanaev
44071,"{'id': 107478, 'name': 'Lovey-Dovey Collection', 'poster_path': '/mK5wNi1Ypvxs5MLtoBcw6MU361w.jpg', 'backdrop_path': '/c7OmvidYMcfVBMFUXxyuqppXjUr.jpg'}",3000000.0,"['Comedy', 'Fantasy']",,ru,1.16103,"['Real Dakota', 'Interfest']",['Russia'],100.0,1,Lovey-Dovey 2,3.9,9.0,2008.0,Tue,Dec,"['Kristina Orbakayte', 'Yuriy Kutsenko', 'Alina Bulynko', 'Denis Paramonov', 'Mikhail Kozakov', 'Lydia Velezheva', 'Kirill Pletnev', 'Olga Orlova', 'Andrey Urgant', 'Nikas Safronov', 'Vitaly Emashov', 'Maksim Pinsker']",12,10,Maksim Pezhemskiy
44073,,7000000.0,"['Thriller', 'Science Fiction', 'Action']",,ru,1.08213,"['PS TVC Studio', 'Rus-Media', 'StuntArt.ru']",['Russia'],90.0,1,The Interceptor,4.4,6.0,2009.0,Thu,Oct,"['Igor Petrenko', 'Aleksandr Baluev', 'Lyubov Tolkalina', 'Lev Prygunov', 'Vladimir Vdovichenkov', 'Anna Khodush', 'Tina Kandelaki', 'Valeri Guryev', 'Andrey Chubchenko', 'Olga Zaytseva', 'Vladimir Panchik', 'Maksim Litovchenko']",12,19,Konstantin Maksimov
44074,"{'id': 106790, 'name': 'Hooked Collection', 'poster_path': '/u1V1AIezEiPUvSJNsLieNX2vGMv.jpg', 'backdrop_path': '/jBmf0mzo9XIJnYx4KQAEwlNmFgd.jpg'}",3500000.0,"['Action', 'Science Fiction']",,ru,1.900502,[],['Russia'],97.0,1,Hooked on the Game,6.0,13.0,2009.0,Thu,Nov,"['Sergey Chirkov', 'Pavel Priluchnyy', 'Agniya Ditkovskite', 'Viktor Verzhbitskiy', 'Igor Sklyar', 'Mikhail Gorevoy', 'Marina Petrenko', 'Evgeniy Kharlanov', 'Tikhon Zhiznevskiy', 'Nodar Siradze', 'Aleksey Bardukov', 'Boris Tenin', 'Mikhail Trukhin']",13,8,Pavel Sanaev
44078,,5000000.0,"['Comedy', 'Action']",,ru,0.824156,"['Film Direction', '20th Century Fox Russia']",['Russia'],115.0,1,High Security Vacation,6.4,12.0,2009.0,Tue,Aug,"['Sergei Bezrukov', 'Dmitriy Dyuzhev', 'Elena Babenko', 'Vladimir Menshov', 'Aleksei Kravchenko', 'Aleksandr Lykov', 'Kirill Pletnev', 'Roman Madyanov']",8,2,Igor Zaytsev
44084,"{'id': 86066, 'name': 'Despicable Me Collection', 'poster_path': '/xIXhIlZDRmSSfNbpN7kBCm5hg39.jpg', 'backdrop_path': '/15IZl405E664QDVxpFJBl7TtLmw.jpg'}",80000000.0,"['Action', 'Animation', 'Adventure', 'Family', 'Comedy']",http://www.despicable.me,en,36.631519,['Illumination Entertainment'],['United States of America'],96.0,1,Despicable Me 3,6.2,2002.0,2017.0,Thu,Jun,"['Steve Carell', 'Kristen Wiig', 'Trey Parker', 'Miranda Cosgrove', 'Dana Gaier', 'Nev Scharrel', 'Steve Coogan', 'Julie Andrews', 'Jenny Slate', 'Pierre Coffin', 'Chris Renaud', 'Andy Nyman', 'Michael Beattie', 'Tara Strong', 'Adrian Ciscato', 'Brian T. Delaney', 'Katia Saponenko', 'Ken Daurio', 'Jude Alpers', 'Cory Walls', 'Sophie M. Siadatpour', 'Lori Alan', 'Stephanie De Meautis', 'Carlos Alazraqui', 'Bruno Dequier', 'Kyle Balda', 'Teresa Ganzel', 'Bob Bergen', 'Jess Harnell', 'Gregg Berger', 'John Kassir', 'Mona Marshall', 'John Cygan', 'Laraine Newman', 'Jan Rabson', 'Bill Farmer', 'Mindy Sterling', 'Danny Mann', 'Jim Ward', 'Martavious Gayles', 'Matthew Wood']",41,6,Kyle Balda
44096,,60000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Music']",http://www.rockdogmovie.com/,en,6.55207,"['Reel FX Creative Studios', 'Dream Factory Group', 'Mandoo Pictures', 'Huayi Tencent Entertainment Company', 'Eracme Entertainment']","['China', 'United States of America']",90.0,1,Rock Dog,5.8,47.0,2016.0,Fri,Jul,"['Luke Wilson', 'J.K. Simmons', 'Eddie Izzard', 'Lewis Black', 'Sam Elliott', 'Matt Dillon', 'Mae Whitman', 'Jorge Garcia', 'Kenan Thompson', 'Ash Brannon']",10,7,Ash Brannon
44159,"{'id': 416491, 'name': 'Major Korenev Trilogy', 'poster_path': '/3olGvGn88TvfB7NCyJge5Ivwus5.jpg', 'backdrop_path': '/vtM7Cxm7TUAWeZH2qfrbszZCnpQ.jpg'}",2500000.0,"['Mystery', 'Action']",,ru,0.928271,[],['Russia'],91.0,1,Antikiller D.K,4.6,5.0,2009.0,Thu,Dec,"['Yuriy Kutsenko', 'Ekaterina Klimova', 'Yusup Bakhshiev', 'Mikhail Efremov', 'Vyacheslav Razbegaev', 'Sergey Veksler', 'Ivan Bortnik', 'Aleksandr Tyutin']",8,2,Eldar Salavatov
44167,,6000000.0,"['Action', 'Thriller']",,ru,1.822246,"['Three T Productions', 'Studio Trite', 'Central Partnership', 'VGTRK', 'Revolution Sun Studios', 'Vserossiyskaya Gosudarstvennaya Televizionnaya i Radioveshchatelnaya Kompaniya (VGTRK)']",['Russia'],99.0,1,The Spy,4.6,10.0,2012.0,Thu,Apr,"['Danila Kozlovsky', 'Fyodor Bondarchuk', 'Viktor Verzhbitskiy', 'Anna Chipovskaya', 'Sergey Gazarov', 'Aleksey Gorbunov', 'Alexander Kuznetsov', 'Andrey Merzlikin', 'Dmitri Nazarov', 'Aleksey Panin', 'Aleksei Gavrilov', 'Roman Indyk', 'Ekaterina Melnik', 'Vladimir Yepifantsev', 'Viktoriya Tolstoganova', 'Mikhail Filippov']",16,11,Aleksey Andrianov
44178,,5000000.0,"['Action', 'Romance', 'Thriller', 'Science Fiction']",,ru,0.414793,['Kinokompaniya CTB'],['Russia'],0.0,1,Mechenosets,5.6,7.0,2006.0,Thu,Oct,"['Artyom Tkachenko', 'Chulpan Khamatova', 'Leonid Gromov', 'Aleksei Zharkov']",4,7,Filipp Yankovsky
44204,,5000000.0,"['Drama', 'Romance']",http://sonyclassics.com/pariscanwait/,en,8.966129,['American Zoetrope'],['United States of America'],92.0,2,Paris Can Wait,6.4,25.0,2016.0,Mon,Sep,"['Diane Lane', 'Arnaud Viard', 'Alec Baldwin', 'Cédric Monnet', 'Linda Gegusch']",5,6,Eleanor Coppola
44215,,3000000.0,['Comedy'],,ru,0.878255,['Leopolis'],"['Ukraine', 'Russia']",99.0,2,Hitler's Kaput!,3.6,7.0,2008.0,Thu,Sep,"['Pavel Derevyanko', 'Anna Semenovich', 'Yuriy Galtsev ', 'Yuriy Stoyanov', 'Aleksey Ogurtsov', 'Evelina Bledans', 'Mikhail Krylov', 'Ilya Oleynikov', 'Aleksei Buldakov', 'Anfisa Chekhova', 'Kseniya Sobchak', 'Mikhail Galustyan', 'Evgeniy Mitrofanov', 'Timati', 'Igor Gasparyan', 'Yuriy Khvostenko']",16,2,Marius Balchunas
44227,,2500000.0,[],,ru,0.209434,[],['Russia'],0.0,1,Glukhar v kino,5.9,4.0,2010.0,Thu,May,[],0,0,
44241,,4000000.0,"['Comedy', 'Fantasy', 'Family']",,ru,0.712585,['Enjoy Movies'],['Russia'],80.0,1,That still Karloson!,3.5,6.0,2012.0,Thu,Mar,"['Mikhail Galustyan', 'Igor Vernik', 'Mariya Semkina', 'Nonna Grishaeva', 'Andrey Fedortsov', 'Semyon Furman', 'Yevgeniy Koshevoy', 'Yuriy Kutsenko', 'Aleksandr Oleshko', 'Oleg Tabakov', 'Fedya Smirnov']",11,3,Sarik Andreasyan
44324,,82000.0,"['Drama', 'Fantasy', 'Horror', 'Science Fiction']",,en,0.75684,['Sunset Productions'],['United States of America'],76.0,1,I Was a Teenage Werewolf,5.2,12.0,1957.0,Wed,Jun,"['Michael Landon', 'Yvonne Fedderson', 'Whit Bissell', 'Charles Willcox', 'Barney Phillips', 'Ken Miller', 'Cynthia Chenault', 'Michael Rougas', 'Robert Griffin', 'Joseph Mell', 'Malcolm Atterbury', 'Eddie Marr', 'Vladimir Sokoloff', 'Louise Lewis', 'Guy Williams', 'Dawn Richard']",16,15,Gene Fowler Jr.
44349,"{'id': 173710, 'name': 'Planet of the Apes (Reboot) Collection', 'poster_path': '/qQrEMycfVN2gRlKTLWGn0QdOnSk.jpg', 'backdrop_path': '/mepJpyqVtD6P65vgCU1ngGFEjs5.jpg'}",152000000.0,"['Drama', 'Science Fiction', 'War']",http://www.foxmovies.com/movies/war-for-the-planet-of-the-apes,en,146.161786,['Chernin Entertainment'],"['Canada', 'United States of America']",140.0,1,War for the Planet of the Apes,6.7,1675.0,2017.0,Tue,Jul,"['Andy Serkis', 'Woody Harrelson', 'Steve Zahn', 'Karin Konoval', 'Terry Notary', 'Ty Olsson', 'Michael Adamthwaite', 'Toby Kebbell', 'Judy Greer', 'Sara Canning', 'Max Lloyd-Jones', 'Devyn Dalton', 'Aleks Paunovic', 'Amiah Miller', 'Gabriel Chavarria', 'Alessandro Juliani', 'Chad Rook', 'Timothy Webber', 'Roger Cross', 'Mercedes de la Zerda']",20,9,Matt Reeves
44357,,21000000.0,"['Drama', 'Thriller']",,en,20.214579,"['Ingenious Media', 'Di Bonaventura Pictures', 'Gold Star Films', 'Lotus Entertainment (I)', '606 Films', 'Well Go USA Entertainment', 'Rumble Entertainment']","['United Kingdom', 'United States of America']",95.0,1,Kidnap,6.0,244.0,2017.0,Fri,Aug,"['Halle Berry', 'Sage Correa', 'Chris McGinn', 'Lew Temple', 'Jason George', 'Christopher Berry', 'Arron Shiver', 'Kurtis Bedford', 'Dana Gourrier', 'Carmella Riley', 'Kristin McKenzie', 'Ritchie Montgomery', 'Kurt Krause', 'Lucky Johnson', 'Michelle DeVito', 'Molly Conarro', 'Malea Rose', 'Patrick Kearns', 'Erica Curtis', 'Kerry Sims', 'Andy Wagner', 'Brice Fisher', 'Jennie Ventriss', 'Timothy Fannon']",24,60,Luis Prieto
